Report Month,Department,Avg Telework Days/Week
2023-04,2120 - Alcoholic Beverage Control Appeals Board,3.5
2023-04,2240 - Department of Housing and Community Development,3.93
2023-04,2600 - California Transportation Commission,4.14
2023-04,2660 - Department of Transportation,2.04
2023-04,2665 - High-Speed Rail Authority,3.78
2023-04,2700 - California Traffic Safety Program,3.73
2023-04,2720 - California Highway Patrol,0.11
2023-04,2740 - Department of Motor Vehicles,0.99
2023-04,3100 - Exposition Park,0.69
2023-04,3105 - California African-American Museum,0.51
2023-04,3125 - California Tahoe Conservancy,3.2
2023-04,3340 - California Conservation Corps,0.89
2023-04,3355 - Office of Energy Infrastructure Safety,4.44
2023-04,3360 - Energy Resources Conservation and Development Commission,4.74
2023-04,3480 - Department of Conservation,4.02
2023-04,3540 - Department of Forestry and Fire Protection,0.28
2023-04,3560 - State Lands Commission,3.06
2023-04,3600 - Department of Fish and Wildlife,1.82
2023-04,3640 - Wildlife Conservation Board,2.95
2023-04,3720 - California Coastal Commission,3.77
2023-04,3760 - State Coastal Conservancy,4.56
2023-04,3780 - Native American Heritage Commission,2.63
2023-04,3790 - Department of Parks and Recreation,0.62
2023-04,3810 - Santa Monica Mountains Conservancy,5
2023-04,3820 - San Francisco Bay Conservation and Development Commission,3.92
2023-04,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,4
2023-04,3830 - San Joaquin River Conservancy,4.5
2023-04,3835 - Baldwin Hills Conservancy,3
2023-04,3840 - Delta Protection Commission,2.43
2023-04,3845 - San Diego River Conservancy,0
2023-04,3850 - Coachella Valley Mountains Conservancy,1.75
2023-04,3855 - Sierra Nevada Conservancy,3.72
2023-04,3860 - Department of Water Resources,1.75
2023-04,3862 - Central Valley Flood Protection Board,3.41
2023-04,3875 - Sacramento-San Joaquin Delta Conservancy,4.38
2023-04,3885 - Delta Stewardship Council,4.41
2023-04,3900 - State Air Resources Board,2.93
2023-04,3930 - Department of Pesticide Regulation,3.99
2023-04,3940 - State Water Resources Control Board,3.79
2023-04,3960 - Department of Toxic Substances Control,4.22
2023-04,3980 - Office of Environmental Health Hazard Assessment,4.75
2023-04,4100 - State Council on Developmental Disabilities,3.54
2023-04,4140 - Department of Health Care Access and Information,3.24
2023-04,4150 - Department of Managed Health Care,4.89
2023-04,4170 - Department of Aging,4.56
2023-04,4250 - California Children and Families Commission,3.06
2023-04,4260 - State Department of Health Care Services,3.75
2023-04,4265 - Department of Public Health,3.09
2023-04,4300 - Department of Developmental Services,1.28
2023-04,4440 - Department of State Hospitals,0.38
2023-04,4560 - Mental Health Services Oversight and Accountability Commission,2.82
2023-04,4700 - Department of Community Services and Development,4.81
2023-04,4800 - California Health Benefit Exchange,4.72
2023-04,5160 - Department of Rehabilitation,2.61
2023-04,5170 - State Independent Living Council,5
2023-04,5175 - Department of Child Support Services,4.57
2023-04,5180 - Department of Social Services,3.14
2023-04,5225 - Department of Corrections and Rehabilitation,0.36
2023-04,5227 - Board of State and Community Corrections,3.53
2023-04,5420 - Prison Industry Authority,0.59
2023-04,6100 - Department of Education,3.85
2023-04,6120 - California State Library,3.27
2023-04,6125 - Education Audit Appeals Panel,3.67
2023-04,6200 - California School for the Blind,0.1
2023-04,6240 - California School for the Deaf - Fremont,0.06
2023-04,6250 - California School for the Deaf - Riverside,0.08
2023-04,6260 - Diagnostic Centers,0.23
2023-04,6360 - Commission on Teacher Credentialing,3.08
2023-04,6870 - Board of Governors of the California Community Colleges,4.93
2023-04,"6980 - Student Aid Commission, California",4.43
2023-04,7100 - Employment Development Department,3.84
2023-04,7120 - California Workforce Development Board,4.99
2023-04,7300 - Agricultural Labor Relations Board,2.56
2023-04,7320 - Public Employment Relations Board,2.88
2023-04,7350 - Department of Industrial Relations,1.58
2023-04,7501 - Department of Human Resources,3.91
2023-04,7502 - California Department of Technology,3.96
2023-04,7503 - State Personnel Board,4.43
2023-04,7504 - Office of Data and Innovation,4.81
2023-04,7600 - California Department of Tax and Fee Administration,4.42
2023-04,7730 - Franchise Tax Board,2.17
2023-04,7760 - Department of General Services,1.82
2023-04,7870 - California Victim Compensation Board,3.69
2023-04,7900 - Public Employees' Retirement System,2.26
2023-04,7910 - Office of Administrative Law,2.9
2023-04,7920 - State Teachers' Retirement System,2.83
2023-04,8120 - Commission on Peace Officer Standards and Training,2.18
2023-04,8140 - State Public Defender,3.81
2023-04,8560 - California Exposition and State Fair,0
2023-04,8570 - Department of Food and Agriculture,1.66
2023-04,8620 - Fair Political Practices Commission,4.32
2023-04,8660 - Public Utilities Commission,4.3
2023-04,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.57
2023-04,8825 - Commission on Asian and Pacific Islander American Affairs,5
2023-04,"8830 - Law Revision Commission, California",5
2023-04,8860 - Department of Finance,3.01
2023-04,8880 - Financial Information System for California,4.74
2023-04,"8885 - States Mandates, Commission on",3.82
2023-04,8940 - Military Department,0.93
2023-04,8955 - Department of Veterans Affairs,0.52
2023-04,A059 - California Correctional Health Care Services,0.65
2023-04,A279 - Unemployment Insurance Appeals Board,1.93
2023-04,A281 - Employment Training Panel,3.2
2023-04,A314 - California Science Center,0.58
2023-04,A341 - California Earthquake Authority,4.51
2023-04,A424 - Cradle-to-Career,4.08
2023-04,A541 - Board of Forestry and Fire Protection,1.45
2023-05,0500 - Governor's Office,2.26
2023-05,0509 - Governor's Office of Business and Economic Development (GO-Biz),4.15
2023-05,0511 - Secretary for Government Operations Agency,3.22
2023-05,0521 - Secretary for Transportation Agency,2.84
2023-05,0530 - Secretary for California Health and Human Services Agency,4.24
2023-05,0531 - Office of Systems Integration,4.79
2023-05,0540 - Secretary of the Natural Resources Agency,4.22
2023-05,0552 - Office of the Inspector General,4.46
2023-05,0555 - Secretary for Environmental Protection,2.74
2023-05,0559 - Secretary for Labor and Workforce Development Agency,2.25
2023-05,0650 - Office of Planning and Research,4.33
2023-05,0690 - Governor's Office of Emergency Services,2.6
2023-05,0820 - Department of Justice,3.18
2023-05,0840 - State Controller,3.53
2023-05,0845 - Department of Insurance,3.25
2023-05,0855 - California Gambling Control Commission,4.39
2023-05,0860 - State Board of Equalization,3.16
2023-05,0870 - Office of Tax Appeals,3.62
2023-05,0911 - Citizens Redistricting Commission,4.4
2023-05,1045 - Cannabis Control Appeals Panel,3.88
2023-05,1111 - Department of Consumer Affairs,2.5
2023-05,1115 - Department of Cannabis Control,3
2023-05,1700 - California Civil Rights Department,4.58
2023-05,1701 - Department of Financial Protection and Innovation,4.31
2023-05,1703 - California Privacy Protection Agency,4.92
2023-05,1750 - California Horse Racing Board,1.78
2023-05,2100 - Department of Alcoholic Beverage Control,1.74
2023-05,2120 - Alcoholic Beverage Control Appeals Board,3.5
2023-05,2240 - Department of Housing and Community Development,3.94
2023-05,2320 - Department of Real Estate,2.88
2023-05,2600 - California Transportation Commission,4.14
2023-05,2660 - Department of Transportation,2.04
2023-05,2665 - High-Speed Rail Authority,3.76
2023-05,2700 - California Traffic Safety Program,3.73
2023-05,2720 - California Highway Patrol,0.11
2023-05,2740 - Department of Motor Vehicles,0.96
2023-05,3100 - Exposition Park,0.93
2023-05,3105 - California African-American Museum,0.51
2023-05,3125 - California Tahoe Conservancy,3.2
2023-05,3340 - California Conservation Corps,0.88
2023-05,3355 - Office of Energy Infrastructure Safety,4.39
2023-05,3360 - Energy Resources Conservation and Development Commission,4.74
2023-05,3480 - Department of Conservation,4
2023-05,3540 - Department of Forestry and Fire Protection,0.26
2023-05,3560 - State Lands Commission,3.05
2023-05,3600 - Department of Fish and Wildlife,1.78
2023-05,3640 - Wildlife Conservation Board,2.93
2023-05,3720 - California Coastal Commission,3.77
2023-05,3760 - State Coastal Conservancy,4.56
2023-05,3780 - Native American Heritage Commission,2.63
2023-05,3790 - Department of Parks and Recreation,0.59
2023-05,3810 - Santa Monica Mountains Conservancy,5
2023-05,3820 - San Francisco Bay Conservation and Development Commission,3.92
2023-05,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,4
2023-05,3830 - San Joaquin River Conservancy,4.5
2023-05,3835 - Baldwin Hills Conservancy,3
2023-05,3840 - Delta Protection Commission,2.63
2023-05,3845 - San Diego River Conservancy,0
2023-05,3850 - Coachella Valley Mountains Conservancy,1.75
2023-05,3855 - Sierra Nevada Conservancy,3.68
2023-05,3860 - Department of Water Resources,1.85
2023-05,3862 - Central Valley Flood Protection Board,3.47
2023-05,3875 - Sacramento-San Joaquin Delta Conservancy,4.18
2023-05,3885 - Delta Stewardship Council,4.4
2023-05,3900 - State Air Resources Board,2.9
2023-05,3930 - Department of Pesticide Regulation,4.01
2023-05,3940 - State Water Resources Control Board,3.79
2023-05,3960 - Department of Toxic Substances Control,4.24
2023-05,3980 - Office of Environmental Health Hazard Assessment,4.75
2023-05,4100 - State Council on Developmental Disabilities,3.54
2023-05,4140 - Department of Health Care Access and Information,3.25
2023-05,4170 - Department of Aging,4.54
2023-05,4250 - California Children and Families Commission,3.06
2023-05,4260 - State Department of Health Care Services,3.81
2023-05,4265 - Department of Public Health,3.09
2023-05,4300 - Department of Developmental Services,1.29
2023-05,4440 - Department of State Hospitals,0.38
2023-05,4560 - Mental Health Services Oversight and Accountability Commission,2.9
2023-05,4700 - Department of Community Services and Development,4.76
2023-05,4800 - California Health Benefit Exchange,4.73
2023-05,5160 - Department of Rehabilitation,2.62
2023-05,5170 - State Independent Living Council,5
2023-05,5175 - Department of Child Support Services,4.57
2023-05,5180 - Department of Social Services,3.15
2023-05,5225 - Department of Corrections and Rehabilitation,0.36
2023-05,5227 - Board of State and Community Corrections,3.53
2023-05,5420 - Prison Industry Authority,0.55
2023-05,6100 - Department of Education,3.86
2023-05,6120 - California State Library,3.3
2023-05,6125 - Education Audit Appeals Panel,3.67
2023-05,6200 - California School for the Blind,0.1
2023-05,6240 - California School for the Deaf - Fremont,0.06
2023-05,6250 - California School for the Deaf - Riverside,0.08
2023-05,6260 - Diagnostic Centers,0.23
2023-05,6360 - Commission on Teacher Credentialing,3.14
2023-05,"6980 - Student Aid Commission, California",4.58
2023-05,7100 - Employment Development Department,3.84
2023-05,7120 - California Workforce Development Board,4.99
2023-05,7300 - Agricultural Labor Relations Board,2.59
2023-05,7320 - Public Employment Relations Board,2.88
2023-05,7350 - Department of Industrial Relations,1.58
2023-05,7501 - Department of Human Resources,3.96
2023-05,7502 - California Department of Technology,3.9
2023-05,7503 - State Personnel Board,4.45
2023-05,7504 - Office of Data and Innovation,4.82
2023-05,7600 - California Department of Tax and Fee Administration,4.15
2023-05,7730 - Franchise Tax Board,2.17
2023-05,7760 - Department of General Services,1.82
2023-05,7870 - California Victim Compensation Board,3.72
2023-05,7900 - Public Employees' Retirement System,2.27
2023-05,7910 - Office of Administrative Law,2.9
2023-05,7920 - State Teachers' Retirement System,2.83
2023-05,8120 - Commission on Peace Officer Standards and Training,2.09
2023-05,8140 - State Public Defender,3.81
2023-05,8560 - California Exposition and State Fair,0
2023-05,8570 - Department of Food and Agriculture,2.18
2023-05,8620 - Fair Political Practices Commission,4.32
2023-05,8660 - Public Utilities Commission,4.3
2023-05,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",3.57
2023-05,"8830 - Law Revision Commission, California",5
2023-05,8860 - Department of Finance,3.01
2023-05,8880 - Financial Information System for California,4.45
2023-05,"8885 - States Mandates, Commission on",3.57
2023-05,8940 - Military Department,0.95
2023-05,8955 - Department of Veterans Affairs,0.51
2023-05,A059 - California Correctional Health Care Services,0.65
2023-05,A279 - Unemployment Insurance Appeals Board,1.87
2023-05,A281 - Employment Training Panel,3.2
2023-05,A314 - California Science Center,0.56
2023-05,A341 - California Earthquake Authority,4.52
2023-05,A424 - Cradle-to-Career,4.23
2023-05,A541 - Board of Forestry and Fire Protection,1.57
2023-06,0500 - Governor's Office,2.27
2023-06,0509 - Governor's Office of Business and Economic Development (GO-Biz),3.67
2023-06,0511 - Secretary for Government Operations Agency,2.96
