Report Month,Org Code,Department,All reported employees,Telework eligible employees,Telework eligible / All reported,Remote centered employees,Remote centered / All reported,Remote centered / Telework eligible,Office centered employees,Office centered / All reported,Office centered / Telework eligible,Teleworker (remote + office),Teleworker / All reported,Teleworker / Telework eligible,Not teleworking employees from eligible,Not teleworking / All reported,Not teleworking / Telework eligible,Not teleworking + Not eligible,Not teleworking + Not eligible / All reported,Telework days % from eligible
2023-01,521,Secretary for Transportation Agency,17,17,100.00%,15,88.20%,88.20%,2,11.80%,11.80%,17,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,57.60%
2023-01,540,Secretary of the Natural Resources Agency,91,89,97.80%,84,92.30%,94.40%,4,4.40%,4.50%,88,96.70%,98.90%,1,1.10%,1.10%,3,3.30%,89.20%
2023-01,3855,Sierra Nevada Conservancy,50,49,98.00%,44,88.00%,89.80%,5,10.00%,10.20%,49,98.00%,100.00%,0,0.00%,0.00%,1,2.00%,80.20%
2023-01,3900,State Air Resources Board,1564,1564,100.00%,1053,67.30%,67.30%,408,26.10%,26.10%,1461,93.40%,93.40%,103,6.60%,6.60%,103,6.60%,60.60%
2023-01,860,State Board of Equalization,154,154,100.00%,145,94.20%,94.20%,9,5.80%,5.80%,154,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,65.50%
2023-01,3760,State Coastal Conservancy,65,65,100.00%,63,96.90%,96.90%,2,3.10%,3.10%,65,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.40%
2023-01,840,State Controller,1352,1167,86.30%,1000,74.00%,85.70%,107,7.90%,9.20%,1107,81.90%,94.90%,60,4.40%,5.10%,245,18.10%,82.10%
2023-01,4100,State Council on Developmental Disabilities,66,66,100.00%,51,77.30%,77.30%,12,18.20%,18.20%,63,95.50%,95.50%,3,4.50%,4.50%,3,4.50%,71.20%
2023-01,4260,State Department of Health Care Services,4039,4039,100.00%,3419,84.60%,84.60%,162,4.00%,4.00%,3581,88.70%,88.70%,458,11.30%,11.30%,458,11.30%,78.20%
2023-01,5170,State Independent Living Council,2,2,100.00%,2,100.00%,100.00%,0,0.00%,0.00%,2,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-01,3560,State Lands Commission,197,181,91.90%,134,68.00%,74.00%,18,9.10%,9.90%,152,77.20%,84.00%,29,14.70%,16.00%,45,22.80%,72.00%
2023-01,7503,State Personnel Board,72,71,98.60%,69,95.80%,97.20%,0,0.00%,0.00%,69,95.80%,97.20%,2,2.80%,2.80%,3,4.20%,92.50%
2023-01,8140,State Public Defender,89,89,100.00%,66,74.20%,74.20%,11,12.40%,12.40%,77,86.50%,86.50%,12,13.50%,13.50%,12,13.50%,72.20%
2023-01,7920,State Teachers' Retirement System,1243,1242,99.90%,1022,82.20%,82.30%,220,17.70%,17.70%,1242,99.90%,100.00%,0,0.00%,0.00%,1,0.10%,56.70%
2023-01,3940,State Water Resources Control Board,2398,2398,100.00%,1950,81.30%,81.30%,349,14.60%,14.60%,2299,95.90%,95.90%,99,4.10%,4.10%,99,4.10%,78.20%
2023-01,8885,"States Mandates, Commission on",16,15,93.80%,12,75.00%,80.00%,3,18.80%,20.00%,15,93.80%,100.00%,0,0.00%,0.00%,1,6.30%,79.70%
2023-01,6980,"Student Aid Commission, California",128,128,100.00%,121,94.50%,94.50%,2,1.60%,1.60%,123,96.10%,96.10%,5,3.90%,3.90%,5,3.90%,88.60%
2023-01,A279,Unemployment Insurance Appeals Board,448,388,86.60%,204,45.50%,52.60%,26,5.80%,6.70%,230,51.30%,59.30%,158,35.30%,40.70%,218,48.70%,48.60%
2023-01,3640,Wildlife Conservation Board,35,35,100.00%,24,68.60%,68.60%,2,5.70%,5.70%,26,74.30%,74.30%,9,25.70%,25.70%,9,25.70%,66.70%
2023-02,7300,Agricultural Labor Relations Board,65,65,100.00%,51,78.50%,78.50%,5,7.70%,7.70%,56,86.20%,86.20%,9,13.80%,13.80%,9,13.80%,58.20%
2023-02,2120,Alcoholic Beverage Control Appeals Board,6,6,100.00%,5,83.30%,83.30%,1,16.70%,16.70%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2023-02,3835,Baldwin Hills Conservancy,4,4,100.00%,3,75.00%,75.00%,1,25.00%,25.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,60.00%
2023-02,A541,Board of Forestry and Fire Protection,12,10,83.30%,9,75.00%,90.00%,1,8.30%,10.00%,10,83.30%,100.00%,0,0.00%,0.00%,2,16.70%,72.00%
2023-02,6870,Board of Governors of the California Community Colleges,184,184,100.00%,184,100.00%,100.00%,0,0.00%,0.00%,184,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-02,5227,Board of State and Community Corrections,114,114,100.00%,103,90.40%,90.40%,0,0.00%,0.00%,103,90.40%,90.40%,11,9.60%,9.60%,11,9.60%,72.30%
2023-02,3105,California African-American Museum,35,16,45.70%,16,45.70%,100.00%,0,0.00%,0.00%,16,45.70%,100.00%,0,0.00%,0.00%,19,54.30%,100.00%
2023-02,4250,California Children and Families Commission,39,39,100.00%,39,100.00%,100.00%,0,0.00%,0.00%,39,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,61.80%
2023-02,1700,California Civil Rights Department,267,267,100.00%,259,97.00%,97.00%,4,1.50%,1.50%,263,98.50%,98.50%,4,1.50%,1.50%,4,1.50%,91.70%
2023-02,3720,California Coastal Commission,176,176,100.00%,158,89.80%,89.80%,16,9.10%,9.10%,174,98.90%,98.90%,2,1.10%,1.10%,2,1.10%,75.70%
2023-02,3340,California Conservation Corps,546,142,26.00%,104,19.00%,73.20%,38,7.00%,26.80%,142,26.00%,100.00%,0,0.00%,0.00%,404,74.00%,68.50%
2023-02,A059,California Correctional Health Care Services,14483,2885,19.90%,1826,12.60%,63.30%,1028,7.10%,35.60%,2854,19.70%,98.90%,31,0.20%,1.10%,11629,80.30%,64.20%
2023-02,7600,California Department of Tax and Fee Administration,3664,3648,99.60%,3566,97.30%,97.80%,67,1.80%,1.80%,3633,99.20%,99.60%,15,0.40%,0.40%,31,0.80%,90.80%
2023-02,7502,California Department of Technology,965,964,99.90%,864,89.50%,89.60%,13,1.30%,1.30%,877,90.90%,91.00%,87,9.00%,9.00%,88,9.10%,88.90%
2023-02,A341,California Earthquake Authority,65,65,100.00%,63,96.90%,96.90%,2,3.10%,3.10%,65,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.50%
2023-02,8560,California Exposition and State Fair,82,0,0.00%,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,,82,100.00%,0.00%
2023-02,855,California Gambling Control Commission,42,42,100.00%,42,100.00%,100.00%,0,0.00%,0.00%,42,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.40%
2023-02,4800,California Health Benefit Exchange,1325,1305,98.50%,1278,96.50%,97.90%,27,2.00%,2.10%,1305,98.50%,100.00%,0,0.00%,0.00%,20,1.50%,96.30%
2023-02,2720,California Highway Patrol,9766,1426,14.60%,114,1.20%,8.00%,141,1.40%,9.90%,255,2.60%,17.90%,1171,12.00%,82.10%,9511,97.40%,10.40%
2023-02,1750,California Horse Racing Board,48,25,52.10%,19,39.60%,76.00%,5,10.40%,20.00%,24,50.00%,96.00%,1,2.10%,4.00%,24,50.00%,69.10%
2023-02,1703,California Privacy Protection Agency,23,23,100.00%,23,100.00%,100.00%,0,0.00%,0.00%,23,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-02,6200,California School for the Blind,115,22,19.10%,2,1.70%,9.10%,3,2.60%,13.60%,5,4.30%,22.70%,17,14.80%,77.30%,110,95.70%,9.10%
2023-02,6250,California School for the Deaf - Riverside,315,17,5.40%,4,1.30%,23.50%,8,2.50%,47.10%,12,3.80%,70.60%,5,1.60%,29.40%,303,96.20%,32.00%
2023-02,A314,California Science Center,101,34,33.70%,3,3.00%,8.80%,25,24.80%,73.50%,28,27.70%,82.40%,6,5.90%,17.60%,73,72.30%,36.50%
2023-02,6120,California State Library,161,152,94.40%,99,61.50%,65.10%,50,31.10%,32.90%,149,92.50%,98.00%,3,1.90%,2.00%,12,7.50%,68.30%
2023-02,3125,California Tahoe Conservancy,46,46,100.00%,30,65.20%,65.20%,10,21.70%,21.70%,40,87.00%,87.00%,6,13.00%,13.00%,6,13.00%,65.30%
2023-02,2700,California Traffic Safety Program,32,32,100.00%,31,96.90%,96.90%,1,3.10%,3.10%,32,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,75.00%
2023-02,2600,California Transportation Commission,37,37,100.00%,34,91.90%,91.90%,3,8.10%,8.10%,37,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,82.70%
2023-02,7870,California Victim Compensation Board,232,226,97.40%,215,92.70%,95.10%,10,4.30%,4.40%,225,97.00%,99.60%,1,0.40%,0.40%,7,3.00%,77.60%
2023-02,7120,California Workforce Development Board,69,69,100.00%,69,100.00%,100.00%,0,0.00%,0.00%,69,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-02,1045,Cannabis Control Appeals Panel,8,8,100.00%,6,75.00%,75.00%,1,12.50%,12.50%,7,87.50%,87.50%,1,12.50%,12.50%,1,12.50%,77.50%
2023-02,3862,Central Valley Flood Protection Board,73,64,87.70%,58,79.50%,90.60%,6,8.20%,9.40%,64,87.70%,100.00%,0,0.00%,0.00%,9,12.30%,75.00%
2023-02,911,Citizens Redistricting Commission,5,5,100.00%,5,100.00%,100.00%,0,0.00%,0.00%,5,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,88.00%
2023-02,3850,Coachella Valley Mountains Conservancy,4,4,100.00%,1,25.00%,25.00%,3,75.00%,75.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,35.90%
2023-02,8120,Commission on Peace Officer Standards and Training,159,159,100.00%,17,10.70%,10.70%,137,86.20%,86.20%,154,96.90%,96.90%,5,3.10%,3.10%,5,3.10%,45.10%
2023-02,6360,Commission on Teacher Credentialing,185,182,98.40%,132,71.40%,72.50%,29,15.70%,15.90%,161,87.00%,88.50%,21,11.40%,11.50%,24,13.00%,63.10%
2023-02,A424,Cradle-to-Career,10,10,100.00%,10,100.00%,100.00%,0,0.00%,0.00%,10,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,76.00%
2023-02,3840,Delta Protection Commission,7,7,100.00%,5,71.40%,71.40%,1,14.30%,14.30%,6,85.70%,85.70%,1,14.30%,14.30%,1,14.30%,56.70%
2023-02,3885,Delta Stewardship Council,62,62,100.00%,60,96.80%,96.80%,2,3.20%,3.20%,62,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.60%
2023-02,4170,Department of Aging,246,245,99.60%,239,97.20%,97.60%,5,2.00%,2.00%,244,99.20%,99.60%,1,0.40%,0.40%,2,0.80%,94.90%
2023-02,2100,Department of Alcoholic Beverage Control,492,474,96.30%,187,38.00%,39.50%,176,35.80%,37.10%,363,73.80%,76.60%,111,22.60%,23.40%,129,26.20%,40.10%
2023-02,1115,Department of Cannabis Control,493,392,79.50%,306,62.10%,78.10%,86,17.40%,21.90%,392,79.50%,100.00%,0,0.00%,0.00%,101,20.50%,77.70%
2023-02,5175,Department of Child Support Services,583,583,100.00%,560,96.10%,96.10%,23,3.90%,3.90%,583,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,96.00%
2023-02,4700,Department of Community Services and Development,120,119,99.20%,119,99.20%,100.00%,0,0.00%,0.00%,119,99.20%,100.00%,0,0.00%,0.00%,1,0.80%,99.70%
2023-02,3480,Department of Conservation,650,650,100.00%,553,85.10%,85.10%,64,9.80%,9.80%,617,94.90%,94.90%,33,5.10%,5.10%,33,5.10%,81.30%
2023-02,1111,Department of Consumer Affairs,2999,2537,84.60%,1613,53.80%,63.60%,709,23.60%,27.90%,2322,77.40%,91.50%,215,7.20%,8.50%,677,22.60%,60.40%
2023-02,5225,Department of Corrections and Rehabilitation,39268,5664,14.40%,1858,4.70%,32.80%,645,1.60%,11.40%,2503,6.40%,44.20%,3161,8.00%,55.80%,36765,93.60%,33.20%
2023-02,4300,Department of Developmental Services,2210,618,28.00%,581,26.30%,94.00%,33,1.50%,5.30%,614,27.80%,99.40%,4,0.20%,0.60%,1596,72.20%,90.10%
2023-02,6100,Department of Education,1342,1305,97.20%,1088,81.10%,83.40%,35,2.60%,2.70%,1123,83.70%,86.10%,182,13.60%,13.90%,219,16.30%,80.40%
2023-02,8860,Department of Finance,387,385,99.50%,363,93.80%,94.30%,15,3.90%,3.90%,378,97.70%,98.20%,7,1.80%,1.80%,9,2.30%,62.50%
2023-02,1701,Department of Financial Protection and Innovation,719,697,96.90%,630,87.60%,90.40%,66,9.20%,9.50%,696,96.80%,99.90%,1,0.10%,0.10%,23,3.20%,91.50%
2023-02,3600,Department of Fish and Wildlife,3096,1996,64.50%,1367,44.20%,68.50%,333,10.80%,16.70%,1700,54.90%,85.20%,296,9.60%,14.80%,1396,45.10%,60.60%
2023-02,8570,Department of Food and Agriculture,681,515,75.60%,371,54.50%,72.00%,60,8.80%,11.70%,431,63.30%,83.70%,84,12.30%,16.30%,250,36.70%,65.20%
2023-02,3540,Department of Forestry and Fire Protection,7556,683,9.00%,481,6.40%,70.40%,197,2.60%,28.80%,678,9.00%,99.30%,5,0.10%,0.70%,6878,91.00%,67.30%
2023-02,7760,Department of General Services,3622,2038,56.30%,1381,38.10%,67.80%,311,8.60%,15.30%,1692,46.70%,83.00%,346,9.60%,17.00%,1930,53.30%,66.50%
2023-02,4140,Department of Health Care Access and Information,509,503,98.80%,315,61.90%,62.60%,121,23.80%,24.10%,436,85.70%,86.70%,67,13.20%,13.30%,73,14.30%,66.10%
2023-02,2240,Department of Housing and Community Development,1118,1105,98.80%,898,80.30%,81.30%,113,10.10%,10.20%,1011,90.40%,91.50%,94,8.40%,8.50%,107,9.60%,80.50%
2023-02,7501,Department of Human Resources,282,282,100.00%,262,92.90%,92.90%,16,5.70%,5.70%,278,98.60%,98.60%,4,1.40%,1.40%,4,1.40%,82.20%
2023-02,845,Department of Insurance,1227,1017,82.90%,813,66.30%,79.90%,201,16.40%,19.80%,1014,82.60%,99.70%,3,0.20%,0.30%,213,17.40%,79.10%
2023-02,820,Department of Justice,4180,3937,94.20%,3189,76.30%,81.00%,706,16.90%,17.90%,3895,93.20%,98.90%,42,1.00%,1.10%,285,6.80%,76.10%
2023-02,4150,Department of Managed Health Care,551,548,99.50%,548,99.50%,100.00%,0,0.00%,0.00%,548,99.50%,100.00%,0,0.00%,0.00%,3,0.50%,99.80%
2023-02,2740,Department of Motor Vehicles,9800,1752,17.90%,1009,10.30%,57.60%,302,3.10%,17.20%,1311,13.40%,74.80%,441,4.50%,25.20%,8489,86.60%,53.70%
2023-02,3790,Department of Parks and Recreation,2820,1467,52.00%,768,27.20%,52.40%,142,5.00%,9.70%,910,32.30%,62.00%,557,19.80%,38.00%,1910,67.70%,40.90%
2023-02,3930,Department of Pesticide Regulation,414,414,100.00%,380,91.80%,91.80%,34,8.20%,8.20%,414,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,82.20%
2023-02,4265,Department of Public Health,3938,3938,100.00%,2784,70.70%,70.70%,28,0.70%,0.70%,2812,71.40%,71.40%,1126,28.60%,28.60%,1126,28.60%,63.30%
2023-02,2320,Department of Real Estate,306,305,99.70%,266,86.90%,87.20%,33,10.80%,10.80%,299,97.70%,98.00%,6,2.00%,2.00%,7,2.30%,67.40%
2023-02,5160,Department of Rehabilitation,1727,1632,94.50%,1008,58.40%,61.80%,487,28.20%,29.80%,1495,86.60%,91.60%,137,7.90%,8.40%,232,13.40%,56.30%
2023-02,3970,Department of Resources Recycling and Recovery,562,562,100.00%,532,94.70%,94.70%,29,5.20%,5.20%,561,99.80%,99.80%,1,0.20%,0.20%,1,0.20%,91.00%
2023-02,5180,Department of Social Services,4848,4493,92.70%,2687,55.40%,59.80%,1800,37.10%,40.10%,4487,92.60%,99.90%,6,0.10%,0.10%,361,7.40%,68.20%
2023-02,4440,Department of State Hospitals,10962,1324,12.10%,777,7.10%,58.70%,547,5.00%,41.30%,1324,12.10%,100.00%,0,0.00%,0.00%,9638,87.90%,61.30%
2023-02,3960,Department of Toxic Substances Control,1219,1219,100.00%,968,79.40%,79.40%,173,14.20%,14.20%,1141,93.60%,93.60%,78,6.40%,6.40%,78,6.40%,78.10%
2023-02,2660,Department of Transportation,22380,13680,61.10%,11994,53.60%,87.70%,1584,7.10%,11.60%,13578,60.70%,99.30%,102,0.50%,0.70%,8802,39.30%,68.80%
2023-02,8955,Department of Veterans Affairs,3071,473,15.40%,355,11.60%,75.10%,82,2.70%,17.30%,437,14.20%,92.40%,36,1.20%,7.60%,2634,85.80%,66.40%
2023-02,3860,Department of Water Resources,3545,2371,66.90%,1591,44.90%,67.10%,753,21.20%,31.80%,2344,66.10%,98.90%,27,0.80%,1.10%,1201,33.90%,56.80%
2023-02,6260,Diagnostic Centers,29,26,89.70%,0,0.00%,0.00%,4,13.80%,15.40%,4,13.80%,15.40%,22,75.90%,84.60%,25,86.20%,5.40%
2023-02,6125,Education Audit Appeals Panel,3,3,100.00%,3,100.00%,100.00%,0,0.00%,0.00%,3,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,73.30%
2023-02,7100,Employment Development Department,8148,7220,88.60%,6572,80.70%,91.00%,614,7.50%,8.50%,7186,88.20%,99.50%,34,0.40%,0.50%,962,11.80%,87.60%
2023-02,A281,Employment Training Panel,75,74,98.70%,53,70.70%,71.60%,21,28.00%,28.40%,74,98.70%,100.00%,0,0.00%,0.00%,1,1.30%,65.40%
2023-02,3360,Energy Resources Conservation and Development Commission,705,699,99.10%,684,97.00%,97.90%,15,2.10%,2.10%,699,99.10%,100.00%,0,0.00%,0.00%,6,0.90%,96.60%
2023-02,3100,Exposition Park,26,9,34.60%,8,30.80%,88.90%,0,0.00%,0.00%,8,30.80%,88.90%,1,3.80%,11.10%,18,69.20%,55.20%
2023-02,8620,Fair Political Practices Commission,92,91,98.90%,88,95.70%,96.70%,2,2.20%,2.20%,90,97.80%,98.90%,1,1.10%,1.10%,2,2.20%,90.50%
2023-02,8880,Financial Information System for California,310,310,100.00%,308,99.40%,99.40%,2,0.60%,0.60%,310,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,97.40%
2023-02,7730,Franchise Tax Board,5545,5234,94.40%,4269,77.00%,81.60%,502,9.10%,9.60%,4771,86.00%,91.20%,463,8.30%,8.80%,774,14.00%,53.80%
2023-02,500,Governor's Office,133,133,100.00%,65,48.90%,48.90%,40,30.10%,30.10%,105,78.90%,78.90%,28,21.10%,21.10%,28,21.10%,45.10%
2023-02,509,Governor's Office of Business and Economic Development (GO-Biz),158,145,91.80%,134,84.80%,92.40%,11,7.00%,7.60%,145,91.80%,100.00%,0,0.00%,0.00%,13,8.20%,87.90%
2023-02,690,Governor's Office of Emergency Services,1364,1167,85.60%,645,47.30%,55.30%,211,15.50%,18.10%,856,62.80%,73.40%,311,22.80%,26.60%,508,37.20%,49.70%
2023-02,2665,High-Speed Rail Authority,367,352,95.90%,294,80.10%,83.50%,52,14.20%,14.80%,346,94.30%,98.30%,6,1.60%,1.70%,21,5.70%,79.20%
2023-02,8830,"Law Revision Commission, California",8,8,100.00%,8,100.00%,100.00%,0,0.00%,0.00%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-02,4560,Mental Health Services Oversight and Accountability Commission,51,51,100.00%,33,64.70%,64.70%,10,19.60%,19.60%,43,84.30%,84.30%,8,15.70%,15.70%,8,15.70%,60.30%
2023-02,8940,Military Department,319,106,33.20%,67,21.00%,63.20%,38,11.90%,35.80%,105,32.90%,99.10%,1,0.30%,0.90%,214,67.10%,53.50%
2023-02,8780,"Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",7,7,100.00%,7,100.00%,100.00%,0,0.00%,0.00%,7,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,71.40%
2023-02,3780,Native American Heritage Commission,8,8,100.00%,5,62.50%,62.50%,3,37.50%,37.50%,8,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,52.50%
2023-02,7910,Office of Administrative Law,23,23,100.00%,15,65.20%,65.20%,8,34.80%,34.80%,23,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,58.70%
2023-02,7504,Office of Data and Innovation,43,43,100.00%,43,100.00%,100.00%,0,0.00%,0.00%,43,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,95.80%
2023-02,3355,Office of Energy Infrastructure Safety,75,65,86.70%,64,85.30%,98.50%,0,0.00%,0.00%,64,85.30%,98.50%,1,1.30%,1.50%,11,14.70%,98.50%
2023-02,3980,Office of Environmental Health Hazard Assessment,134,134,100.00%,134,100.00%,100.00%,0,0.00%,0.00%,134,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,96.70%
2023-02,650,Office of Planning and Research,196,196,100.00%,184,93.90%,93.90%,10,5.10%,5.10%,194,99.00%,99.00%,2,1.00%,1.00%,2,1.00%,87.90%
2023-02,531,Office of Systems Integration,378,378,100.00%,369,97.60%,97.60%,3,0.80%,0.80%,372,98.40%,98.40%,6,1.60%,1.60%,6,1.60%,97.00%
2023-02,870,Office of Tax Appeals,94,94,100.00%,81,86.20%,86.20%,11,11.70%,11.70%,92,97.90%,97.90%,2,2.10%,2.10%,2,2.10%,70.20%
2023-02,552,Office of the Inspector General,144,144,100.00%,136,94.40%,94.40%,2,1.40%,1.40%,138,95.80%,95.80%,6,4.20%,4.20%,6,4.20%,91.80%
2023-02,5420,Prison Industry Authority,1020,214,21.00%,150,14.70%,70.10%,46,4.50%,21.50%,196,19.20%,91.60%,18,1.80%,8.40%,824,80.80%,57.10%
2023-02,7900,Public Employees' Retirement System,2307,2307,100.00%,291,12.60%,12.60%,1932,83.70%,83.70%,2223,96.40%,96.40%,84,3.60%,3.60%,84,3.60%,45.40%
2023-02,7320,Public Employment Relations Board,74,63,85.10%,54,73.00%,85.70%,7,9.50%,11.10%,61,82.40%,96.80%,2,2.70%,3.20%,13,17.60%,68.70%
2023-02,8660,Public Utilities Commission,1419,1318,92.90%,1239,87.30%,94.00%,56,3.90%,4.20%,1295,91.30%,98.30%,23,1.60%,1.70%,124,8.70%,93.00%
2023-02,3875,Sacramento-San Joaquin Delta Conservancy,17,17,100.00%,17,100.00%,100.00%,0,0.00%,0.00%,17,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,87.00%
2023-02,3845,San Diego River Conservancy,3,3,100.00%,0,0.00%,0.00%,0,0.00%,0.00%,0,0.00%,0.00%,3,100.00%,100.00%,3,100.00%,0.00%
2023-02,3820,San Francisco Bay Conservation and Development Commission,47,47,100.00%,46,97.90%,97.90%,1,2.10%,2.10%,47,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,78.70%
2023-02,3825,San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,9,9,100.00%,9,100.00%,100.00%,0,0.00%,0.00%,9,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,80.00%
2023-02,3830,San Joaquin River Conservancy,4,4,100.00%,4,100.00%,100.00%,0,0.00%,0.00%,4,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,90.00%
2023-02,3810,Santa Monica Mountains Conservancy,6,6,100.00%,6,100.00%,100.00%,0,0.00%,0.00%,6,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-02,515,"Secretary for Business, Consumer Services, and Housing Agency",65,65,100.00%,55,84.60%,84.60%,9,13.80%,13.80%,64,98.50%,98.50%,1,1.50%,1.50%,1,1.50%,83.70%
2023-02,530,Secretary for California Health and Human Services Agency,81,81,100.00%,70,86.40%,86.40%,11,13.60%,13.60%,81,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,86.40%
2023-02,555,Secretary for Environmental Protection,85,85,100.00%,48,56.50%,56.50%,3,3.50%,3.50%,51,60.00%,60.00%,34,40.00%,40.00%,34,40.00%,54.40%
2023-02,511,Secretary for Government Operations Agency,23,23,100.00%,21,91.30%,91.30%,2,8.70%,8.70%,23,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,68.70%
2023-02,559,Secretary for Labor and Workforce Development Agency,32,32,100.00%,14,43.80%,43.80%,13,40.60%,40.60%,27,84.40%,84.40%,5,15.60%,15.60%,5,15.60%,48.70%
2023-02,521,Secretary for Transportation Agency,19,19,100.00%,16,84.20%,84.20%,3,15.80%,15.80%,19,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,56.80%
2023-02,540,Secretary of the Natural Resources Agency,91,89,97.80%,84,92.30%,94.40%,4,4.40%,4.50%,88,96.70%,98.90%,1,1.10%,1.10%,3,3.30%,89.20%
2023-02,3855,Sierra Nevada Conservancy,49,48,98.00%,44,89.80%,91.70%,4,8.20%,8.30%,48,98.00%,100.00%,0,0.00%,0.00%,1,2.00%,79.80%
2023-02,3900,State Air Resources Board,1598,1598,100.00%,1054,66.00%,66.00%,411,25.70%,25.70%,1465,91.70%,91.70%,133,8.30%,8.30%,133,8.30%,59.40%
2023-02,860,State Board of Equalization,153,153,100.00%,144,94.10%,94.10%,9,5.90%,5.90%,153,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,65.20%
2023-02,3760,State Coastal Conservancy,65,65,100.00%,63,96.90%,96.90%,2,3.10%,3.10%,65,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,91.40%
2023-02,840,State Controller,1357,1172,86.40%,1002,73.80%,85.50%,108,8.00%,9.20%,1110,81.80%,94.70%,62,4.60%,5.30%,247,18.20%,81.90%
2023-02,4100,State Council on Developmental Disabilities,65,65,100.00%,50,76.90%,76.90%,12,18.50%,18.50%,62,95.40%,95.40%,3,4.60%,4.60%,3,4.60%,70.80%
2023-02,4260,State Department of Health Care Services,4077,4077,100.00%,3315,81.30%,81.30%,152,3.70%,3.70%,3467,85.00%,85.00%,610,15.00%,15.00%,610,15.00%,75.00%
2023-02,5170,State Independent Living Council,2,2,100.00%,2,100.00%,100.00%,0,0.00%,0.00%,2,100.00%,100.00%,0,0.00%,0.00%,0,0.00%,100.00%
2023-02,3560,State Lands Commission,204,179,87.70%,133,65.20%,74.30%,17,8.30%,9.50%,150,73.50%,83.80%,29,14.20%,16.20%,54,26.50%,72.00%
2023-02,7503,State Personnel Board,72,71,98.60%,69,95.80%,97.20%,0,0.00%,0.00%,69,95.80%,97.20%,2,2.80%,2.80%,3,4.20%,91.60%
2023-02,8140,State Public Defender,89,89,100.00%,66,74.20%,74.20%,11,12.40%,12.40%,77,86.50%,86.50%,12,13.50%,13.50%,12,13.50%,72.20%
2023-02,7920,State Teachers' Retirement System,1264,1258,99.50%,1034,81.80%,82.20%,216,17.10%,17.20%,1250,98.90%,99.40%,8,0.60%,0.60%,14,1.10%,56.30%
2023-02,3940,State Water Resources Control Board,2563,2563,100.00%,2068,80.70%,80.70%,370,14.40%,14.40%,2438,95.10%,95.10%,125,4.90%,4.90%,125,4.90%,78.10%
2023-02,8885,"States Mandates, Commission on",16,15,93.80%,12,75.00%,80.00%,3,18.80%,20.00%,15,93.80%,100.00%,0,0.00%,0.00%,1,6.30%,79.70%
2023-02,6980,"Student Aid Commission, California",128,128,100.00%,121,94.50%,94.50%,2,1.60%,1.60%,123,96.10%,96.10%,5,3.90%,3.90%,5,3.90%,88.60%
2023-02,A279,Unemployment Insurance Appeals Board,456,394,86.40%,224,49.10%,56.90%,25,5.50%,6.30%,249,54.60%,63.20%,145,31.80%,36.80%,207,45.40%,51.10%
2023-02,3640,Wildlife Conservation Board,36,36,100.00%,24,66.70%,66.70%,2,5.60%,5.60%,26,72.20%,72.20%,10,27.80%,27.80%,10,27.80%,64.80%
