Report Month,Department,Avg Office Days/Week
2023-04,3790 - Department of Parks and Recreation,3.13
2023-04,3810 - Santa Monica Mountains Conservancy,0
2023-04,3820 - San Francisco Bay Conservation and Development Commission,1.04
2023-04,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1
2023-04,3830 - San Joaquin River Conservancy,0.5
2023-04,3835 - Baldwin Hills Conservancy,2
2023-04,3840 - Delta Protection Commission,1.86
2023-04,3845 - San Diego River Conservancy,5
2023-04,3850 - Coachella Valley Mountains Conservancy,3.13
2023-04,3855 - Sierra Nevada Conservancy,1.1
2023-04,3860 - Department of Water Resources,3.1
2023-04,3862 - Central Valley Flood Protection Board,1.05
2023-04,3875 - Sacramento-San Joaquin Delta Conservancy,0.4
2023-04,3885 - Delta Stewardship Council,0.53
2023-04,3900 - State Air Resources Board,1.92
2023-04,3930 - Department of Pesticide Regulation,0.88
2023-04,3940 - State Water Resources Control Board,1.05
2023-04,3960 - Department of Toxic Substances Control,0.78
2023-04,3980 - Office of Environmental Health Hazard Assessment,0.16
2023-04,4100 - State Council on Developmental Disabilities,1.46
2023-04,4140 - Department of Health Care Access and Information,1.61
2023-04,4150 - Department of Managed Health Care,0.04
2023-04,4170 - Department of Aging,0.29
2023-04,4250 - California Children and Families Commission,1.89
2023-04,4260 - State Department of Health Care Services,1.12
2023-04,4265 - Department of Public Health,1.78
2023-04,4300 - Department of Developmental Services,3.5
2023-04,4440 - Department of State Hospitals,4.6
2023-04,4560 - Mental Health Services Oversight and Accountability Commission,1.92
2023-04,4700 - Department of Community Services and Development,0.06
2023-04,4800 - California Health Benefit Exchange,0.26
2023-04,5160 - Department of Rehabilitation,2.21
2023-04,5170 - State Independent Living Council,0
2023-04,5175 - Department of Child Support Services,0.19
2023-04,5180 - Department of Social Services,1.78
2023-04,5225 - Department of Corrections and Rehabilitation,4.63
2023-04,5227 - Board of State and Community Corrections,1.35
2023-04,5420 - Prison Industry Authority,4.25
2023-04,6100 - Department of Education,1.11
2023-04,6120 - California State Library,1.58
2023-04,6125 - Education Audit Appeals Panel,1.33
2023-04,6200 - California School for the Blind,4.9
2023-04,6240 - California School for the Deaf - Fremont,0
2023-04,6250 - California School for the Deaf - Riverside,4.54
2023-04,6260 - Diagnostic Centers,4.77
2023-04,6360 - Commission on Teacher Credentialing,1.86
2023-04,6870 - Board of Governors of the California Community Colleges,0
2023-04,"6980 - Student Aid Commission, California",0.57
2023-04,7100 - Employment Development Department,1.12
2023-04,7120 - California Workforce Development Board,0
2023-04,7300 - Agricultural Labor Relations Board,2.02
2023-04,7320 - Public Employment Relations Board,2.05
2023-04,7350 - Department of Industrial Relations,3.33
2023-04,7501 - Department of Human Resources,1.06
2023-04,7502 - California Department of Technology,0.93
2023-04,7503 - State Personnel Board,0.48
2023-04,7504 - Office of Data and Innovation,0.19
2023-04,7600 - California Department of Tax and Fee Administration,0.51
2023-04,7730 - Franchise Tax Board,2.63
2023-04,7760 - Department of General Services,3.12
2023-04,7870 - California Victim Compensation Board,1.21
2023-04,7900 - Public Employees' Retirement System,2.74
2023-04,7910 - Office of Administrative Law,2.1
2023-04,7920 - State Teachers' Retirement System,2.15
2023-04,8120 - Commission on Peace Officer Standards and Training,2.6
2023-04,8140 - State Public Defender,1.17
2023-04,8560 - California Exposition and State Fair,3.53
2023-04,8570 - Department of Food and Agriculture,2.37
2023-04,8620 - Fair Political Practices Commission,0.54
2023-04,8660 - Public Utilities Commission,0.67
2023-04,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",1.43
2023-04,8825 - Commission on Asian and Pacific Islander American Affairs,0
2023-04,"8830 - Law Revision Commission, California",0
2023-04,8860 - Department of Finance,1.84
2023-04,8880 - Financial Information System for California,0.23
2023-04,"8885 - States Mandates, Commission on",1.11
2023-04,8940 - Military Department,4.07
2023-04,8955 - Department of Veterans Affairs,4.48
2023-04,A059 - California Correctional Health Care Services,4.33
2023-04,A279 - Unemployment Insurance Appeals Board,2.52
2023-04,A281 - Employment Training Panel,1.76
2023-04,A314 - California Science Center,4.42
2023-04,A341 - California Earthquake Authority,0.49
2023-04,A424 - Cradle-to-Career,0.92
2023-04,A541 - Board of Forestry and Fire Protection,3.55
2023-05,0500 - Governor's Office,2.72
2023-05,0509 - Governor's Office of Business and Economic Development (GO-Biz),0.82
2023-05,0511 - Secretary for Government Operations Agency,1.78
2023-05,0521 - Secretary for Transportation Agency,2.16
2023-05,0530 - Secretary for California Health and Human Services Agency,0.68
2023-05,0531 - Office of Systems Integration,0.13
2023-05,0540 - Secretary of the Natural Resources Agency,0.78
2023-05,0552 - Office of the Inspector General,0.35
2023-05,0555 - Secretary for Environmental Protection,2.18
2023-05,0559 - Secretary for Labor and Workforce Development Agency,2.69
2023-05,0650 - Office of Planning and Research,0.63
2023-05,0690 - Governor's Office of Emergency Services,2.4
2023-05,0820 - Department of Justice,1.6
2023-05,0840 - State Controller,1.42
2023-05,0845 - Department of Insurance,1.59
2023-05,0855 - California Gambling Control Commission,0.46
2023-05,0860 - State Board of Equalization,1.69
2023-05,0870 - Office of Tax Appeals,1.38
2023-05,0911 - Citizens Redistricting Commission,0.6
2023-05,1045 - Cannabis Control Appeals Panel,1.13
2023-05,1111 - Department of Consumer Affairs,2.32
2023-05,1115 - Department of Cannabis Control,1.88
2023-05,1700 - California Civil Rights Department,0.42
2023-05,1701 - Department of Financial Protection and Innovation,0.54
2023-05,1703 - California Privacy Protection Agency,0
2023-05,1750 - California Horse Racing Board,2.8
2023-05,2100 - Department of Alcoholic Beverage Control,2.64
2023-05,2120 - Alcoholic Beverage Control Appeals Board,1.08
2023-05,2240 - Department of Housing and Community Development,0.94
2023-05,2320 - Department of Real Estate,1.97
2023-05,2600 - California Transportation Commission,0.86
2023-05,2660 - Department of Transportation,2.95
2023-05,2665 - High-Speed Rail Authority,1.16
2023-05,2700 - California Traffic Safety Program,1.27
2023-05,2720 - California Highway Patrol,4.89
2023-05,2740 - Department of Motor Vehicles,4.01
2023-05,3100 - Exposition Park,4.07
2023-05,3105 - California African-American Museum,0
2023-05,3125 - California Tahoe Conservancy,1.7
2023-05,3340 - California Conservation Corps,3.8
2023-05,3355 - Office of Energy Infrastructure Safety,0.61
2023-05,3360 - Energy Resources Conservation and Development Commission,0.2
2023-05,3480 - Department of Conservation,1
2023-05,3540 - Department of Forestry and Fire Protection,4.74
2023-05,3560 - State Lands Commission,1.51
2023-05,3600 - Department of Fish and Wildlife,2.81
2023-05,3640 - Wildlife Conservation Board,1.97
2023-05,3720 - California Coastal Commission,1.21
2023-05,3760 - State Coastal Conservancy,0.44
2023-05,3780 - Native American Heritage Commission,2.38
2023-05,3790 - Department of Parks and Recreation,3.14
2023-05,3810 - Santa Monica Mountains Conservancy,0
2023-05,3820 - San Francisco Bay Conservation and Development Commission,1.04
2023-05,3825 - San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,1
2023-05,3830 - San Joaquin River Conservancy,0.5
2023-05,3835 - Baldwin Hills Conservancy,2
2023-05,3840 - Delta Protection Commission,1.75
2023-05,3845 - San Diego River Conservancy,5
2023-05,3850 - Coachella Valley Mountains Conservancy,3.13
2023-05,3855 - Sierra Nevada Conservancy,1.16
2023-05,3860 - Department of Water Resources,3
2023-05,3862 - Central Valley Flood Protection Board,1.07
2023-05,3875 - Sacramento-San Joaquin Delta Conservancy,0.65
2023-05,3885 - Delta Stewardship Council,0.55
2023-05,3900 - State Air Resources Board,1.96
2023-05,3930 - Department of Pesticide Regulation,0.87
2023-05,3940 - State Water Resources Control Board,1.05
2023-05,3960 - Department of Toxic Substances Control,0.76
2023-05,3980 - Office of Environmental Health Hazard Assessment,0.16
2023-05,4100 - State Council on Developmental Disabilities,1.46
2023-05,4140 - Department of Health Care Access and Information,1.61
2023-05,4170 - Department of Aging,0.3
2023-05,4250 - California Children and Families Commission,1.88
2023-05,4260 - State Department of Health Care Services,1.07
2023-05,4265 - Department of Public Health,1.78
2023-05,4300 - Department of Developmental Services,3.5
2023-05,4440 - Department of State Hospitals,4.6
2023-05,4560 - Mental Health Services Oversight and Accountability Commission,1.8
2023-05,4700 - Department of Community Services and Development,0.06
2023-05,4800 - California Health Benefit Exchange,0.25
2023-05,5160 - Department of Rehabilitation,2.2
2023-05,5170 - State Independent Living Council,0
2023-05,5175 - Department of Child Support Services,0.19
2023-05,5180 - Department of Social Services,1.76
2023-05,5225 - Department of Corrections and Rehabilitation,4.63
2023-05,5227 - Board of State and Community Corrections,1.35
2023-05,5420 - Prison Industry Authority,4.27
2023-05,6100 - Department of Education,1.1
2023-05,6120 - California State Library,1.55
2023-05,6125 - Education Audit Appeals Panel,1.33
2023-05,6200 - California School for the Blind,4.9
2023-05,6240 - California School for the Deaf - Fremont,0
2023-05,6250 - California School for the Deaf - Riverside,4.52
2023-05,6260 - Diagnostic Centers,4.77
2023-05,6360 - Commission on Teacher Credentialing,1.8
2023-05,"6980 - Student Aid Commission, California",0.42
2023-05,7100 - Employment Development Department,1.12
2023-05,7120 - California Workforce Development Board,0
2023-05,7300 - Agricultural Labor Relations Board,2.02
2023-05,7320 - Public Employment Relations Board,2.05
2023-05,7350 - Department of Industrial Relations,3.34
2023-05,7501 - Department of Human Resources,1.01
2023-05,7502 - California Department of Technology,0.99
2023-05,7503 - State Personnel Board,0.47
2023-05,7504 - Office of Data and Innovation,0.18
2023-05,7600 - California Department of Tax and Fee Administration,0.76
2023-05,7730 - Franchise Tax Board,2.63
2023-05,7760 - Department of General Services,3.12
2023-05,7870 - California Victim Compensation Board,1.19
2023-05,7900 - Public Employees' Retirement System,2.73
2023-05,7910 - Office of Administrative Law,2.1
2023-05,7920 - State Teachers' Retirement System,2.15
2023-05,8120 - Commission on Peace Officer Standards and Training,2.71
2023-05,8140 - State Public Defender,1.17
2023-05,8560 - California Exposition and State Fair,3.53
2023-05,8570 - Department of Food and Agriculture,2.51
2023-05,8620 - Fair Political Practices Commission,0.54
2023-05,8660 - Public Utilities Commission,0.68
2023-05,"8780 - Milton Marks ""Little Hoover"" Commission on California State Government Organization and Economy",1.43
2023-05,"8830 - Law Revision Commission, California",0
2023-05,8860 - Department of Finance,1.84
2023-05,8880 - Financial Information System for California,0.08
2023-05,"8885 - States Mandates, Commission on",1.37
2023-05,8940 - Military Department,4.05
2023-05,8955 - Department of Veterans Affairs,4.49
2023-05,A059 - California Correctional Health Care Services,4.33
2023-05,A279 - Unemployment Insurance Appeals Board,2.58
2023-05,A281 - Employment Training Panel,1.76
2023-05,A314 - California Science Center,4.44
2023-05,A341 - California Earthquake Authority,0.48
2023-05,A424 - Cradle-to-Career,0.77
2023-05,A541 - Board of Forestry and Fire Protection,3.43
2023-06,0500 - Governor's Office,2.71
2023-06,0509 - Governor's Office of Business and Economic Development (GO-Biz),1.3
2023-06,0511 - Secretary for Government Operations Agency,2.04
2023-06,0521 - Secretary for Transportation Agency,2.16
2023-06,0530 - Secretary for California Health and Human Services Agency,0.64
2023-06,0531 - Office of Systems Integration,0.14
2023-06,0540 - Secretary of the Natural Resources Agency,0.78
2023-06,0552 - Office of the Inspector General,0.37
2023-06,0555 - Secretary for Environmental Protection,2.19
2023-06,0559 - Secretary for Labor and Workforce Development Agency,2.69
2023-06,0650 - Office of Planning and Research,0.65
2023-06,0690 - Governor's Office of Emergency Services,2.36
2023-06,0820 - Department of Justice,1.6
2023-06,0840 - State Controller,1.4
2023-06,0845 - Department of Insurance,1.62
2023-06,0855 - California Gambling Control Commission,0.48
2023-06,0860 - State Board of Equalization,1.69
2023-06,0870 - Office of Tax Appeals,1.46
2023-06,0890 - Secretary of State,2.01
2023-06,0911 - Citizens Redistricting Commission,0.6
2023-06,1045 - Cannabis Control Appeals Panel,1.13
2023-06,1111 - Department of Consumer Affairs,2.32
2023-06,1115 - Department of Cannabis Control,1.86
2023-06,1700 - California Civil Rights Department,0.42
2023-06,1701 - Department of Financial Protection and Innovation,0.53
